id,english,google_translate_sundanese
288,"For more info about Tokopedia's currently available promos, you can go to this page.","Kanggo inpo nu langkung lengkep ihwal promo Tokopedia ayeuna, anjeun tiasa angkat ka halaman ieu."
289,"They claimed this watch is water-resistant, but one swim and it's dead.","Aranjeunna ngaku jam tangan ieu tahan cai, tapi saurang ngojay sareng maot."
290,...The hangout spot and cafe are nice to visit. ...,...Tempat nongkrong sareng kafe anu saé didatangan. ...
291,"Narrow-minded but always thinks they're right, makes me sick","Pikiran sempit tapi sok nganggap aranjeunna leres, ngajantenkeun kuring gering"
292,"The one taking pics with that man is not Bang Joni's little bro. Ew, no pics with that gross dude","Nu nyokot poto jeung lalaki éta téh lain lanceukna Bang Joni. Ewh, teu aya poto sareng lalaki kasar éta"
293,"A disaster just struck a traditional village in Bajawa, Flores. A great fire on Monday (13/8) afternoon devastated almost the entirety of the village. A total of 27 out of 33 traditional houses went up in flames, along with all their stories and history.","Musibah nembé narajang kampung adat di Bajawa, Flores. Kahuruan gedé poé Senén (13/8) beurang ngancurkeun ampir sakabéh désa. Jumlahna aya 27 ti 33 imah tradisional kahuruan, sareng sadaya carita sareng sajarahna."
294,Went here during an office event. There is live music. The menu is varied. Perfect if you wanna go together but everyone has different tastes. The ramen is delicious.,Indit ka dieu salila acara kantor. Aya musik live. menu nu rupa-rupa. Sampurna upami anjeun hoyong babarengan tapi sadayana gaduh rasa anu béda. Ramenna ngeunah.
295,"I came for dinner with my family here because it had more menus aside from the main batagor menu. I only ordered 2 dishes that eventually came after 45 minutes, and that despite having already asked about it a couple of times. As for the taste of the ones I've had before, they're pretty good. Word of advice, ask about the waiting time for your dish before you order.","Kuring datang pikeun dinner jeung kulawarga kuring di dieu sabab miboga leuwih ménu kumisan ti menu batagor utama. Kuring ngan maréntahkeun 2 masakan nu ahirna sumping sanggeus 45 menit, sarta yén sanajan geus ditanya ngeunaan eta sababaraha kali. Sedengkeun pikeun rasa anu kuring kantos ngalaman, aranjeunna lumayan saé. Kecap naséhat, tanyakeun ngeunaan waktos ngantosan piring anjeun sateuacan mesen."
296,I have received the package. Kinda disappointed because I ordered a black one and it came in yellow.,Kuring geus narima pakét. Kinda kuciwa sabab kuring maréntahkeun hiji hideung datang dina konéng.
297,"I'm from Bali, and by chance I went on a vacation to Bandung. When we got near the West Java Governor's Office aka Gedung Sate, we were suggested to eat in Bancakan since it was near. Once we entered, we were given a plate made from cans that looked unfit for use, kinda rusty. In the end we ordered the food we liked, and hundreds of flies flew all over the place, but since we were already there, we decided to eat anyway. Utterly disgusting.","Abdi ti Bali, sareng kabeneran kuring liburan ka Bandung. Waktu geus deukeut ka Kantor Gubernur Jawa Barat alias Gedung Sate, disarankeun dahar di Bancakan da geus deukeut. Pas lebet, dipasihan piring anu didamel tina kaléng anu katingalina teu pantes dianggo, rada karat. Tungtungna kami maréntahkeun dahareun kami resep, sarta ratusan flies flew sakuliah tempat, tapi saprak kami geus aya, urang mutuskeun pikeun dahar atoh. Leres pisan."
298,"We're already sick of soap operas, why do you think watching a predicted hoax is any better?","Urang teh tos bosen ku sinetron, naha saur anjeun ningali hoax anu diramalkeun langkung saé?"
299,"I bought a variety of bread. It had a lot of options but the taste was nothing special. The bread was dry, like it was left for days. Not fresh at all. The service was also slow. Absolutely disappointing.","Kuring meuli rupa-rupa roti. Ã‰ta ngagaduhan seueur pilihan tapi rasana henteu aya anu istimewa. Roti éta garing, kawas ditinggalkeun sababaraha poé. Teu seger pisan. jasa éta ogé slow. Leres pisan nguciwakeun."
300,Don't forget to drink at least 8--10 glasses of mineral water every day.,Tong hilap nginum cai mineral sahenteuna 8--10 gelas unggal dinten.
301,"Beautiful place near the hills, we can see the city from above","Tempat anu éndah caket pasir, urang tiasa ningali kota ti luhur"
302,"While riding Grab, the driver told me a story about when he got thrown with a rock on Juanda street during Eid, it turns out that it was his friend's child.","Bari naek Grab, si supir ngadongeng ka kuring waktu lebaran dibaledog ku batu di jalan Juanda, tetela eta teh anak baturna."
303,A group of foolish students. Glad I ain't a student there. For shame.,Sakelompok murid anu bodo. Bungah kuring sanés murid di dinya. Pikeun éra.
304,"Resto's great and big. When I came here for lunch on a Sunday, it was jam-packed with customers. The food's all delectable there, the fried gourami and the sambal's to die for.","Resto urang hébat sarta badag. Nalika kuring sumping ka dieu pikeun tuang siang dina dinten Minggu, éta pinuh ku palanggan. Kadaharan urang sadayana lezat di dinya, gurami goreng sareng sambal kanggo maot."
305,"I suppose I can bee considered as one of the regulars of Kampung Daun since its opening in 2003, if I'm not mistaken.The food quality was all right at first, but with more people coming in, the dishes being served do not feel like they used to and sometimes the servers come off as really uncaring. We ordered a variety of dishes but was served cold and distastefully, the place is good, though.","Panginten abdi tiasa lebah dianggap salaku salah sahiji anu biasa di Kampung Daun saprak dibuka taun 2003, upami teu lepat. Kualitas dahareun mimitina leres, tapi ku langkung seueur jalma anu datang, tuangeun anu disayogikeun henteu sapertos biasa sareng kadang-kadang serverna janten teu paduli. Urang maréntahkeun rupa-rupa masakan tapi dilayanan tiis tur distastefully, tempat anu alus, sanajan."
306,Get a 20% discount while shopping in Giant by using BCA credit card,Kéngingkeun diskon 20% nalika balanja di Giant nganggo kartu kiridit BCA
307,"Bro, the road in Muara Bulian Baru, has just been fixed for a month, but is broken again. The ones doing it seems lackadaiscal about it.","Bro, jalan di Muara Bulian Baru karek sabulan dibenerkeun, tapi rusak deui. Anu ngalakukeun éta sigana kurang pas ngeunaan éta."
308,"Sure, being stuck in traffic sucks, but not as hard as being stuck in the past.","Yakin, keur nyangkut dina lalulintas lebay, tapi teu jadi teuas saperti keur nyangkut dina kaliwat."
309,"I swear, I regret even ordering via this app. How could they not issue my e-ticket? The confirmation process also took forever. I've experienced a similar problem on the other app, but at least they gave the solution for it very quickly. I didn't have to call the customer service 4 times","Sumpah, kuring kuciwa malah mesen via aplikasi ieu. Kumaha aranjeunna henteu tiasa ngaluarkeun e-tikét kuring? Prosés konfirmasi ogé nyandak salamina. Kuring geus ngalaman masalah sarupa dina aplikasi sejenna, tapi sahenteuna aranjeunna masihan solusi pikeun eta pisan gancang. Kuring teu kudu nelepon layanan palanggan 4 kali"
310,"I have sent the direct message, please check it promptly.","Kuring geus ngirim pesen langsung, mangga parios eta promptly."
311,"I've done 5 transactions on June 22nd, I thought every single one was declined but really they were debited to my account for almost 7 millions, out of 5 transactions only 3 transactions were refunded","Kuring parantos ngalaksanakeun 5 transaksi dina 22 Juni, panginten masing-masing ditolak tapi leres-leres aranjeunna didebitkeun kana rekening kuring ampir 7 juta, tina 5 transaksi ngan ukur 3 transaksi anu dibalikeun deui."
312,Most of the voters in the governor elections have casted their ballots.,Seuseueurna pamilih dina pilkada gubernur parantos ngasongkeun sora.
313,I've been waiting for JNE and turns out they would only arrive tomorrow. I'm this close to exploding,Abdi parantos ngantosan JNE sareng tétéla aranjeunna badé sumping énjing. Abdi caket pisan ngabeledug
314,"Spotify is complicated, with all this monthly administration and whatnot.","Spotify rumit, sareng sadaya administrasi bulanan ieu sareng anu sanés."
315,"Why is eating oreo is so darn complicated, what with it gotta twisted - licked - dunked","Kunaon dahar oreo jadi pajeulit, naon anu kudu dipulas - dijilat - dicelup"
316,"Excuse me, but it's not just my number experiencing that, I've asked everyone who uses it in that area, and they all said the same thing, still don't wanna admit that your signal is just that bad?","Punten, tapi sanés ngan ukur nomer kuring anu ngalaman éta, kuring naroskeun ka sadayana anu ngagunakeun éta di daérah éta, sareng aranjeunna sadayana nyarios sami, tetep henteu hoyong ngaku yén sinyal anjeun ngan goréng?"
317,"Please broaden the broadcast range, because there are many regions that are unable to enjoy Net's broadcast. Thank you","Mangga lebarkeun rentang siaran, sabab aya loba wewengkon nu teu bisa ngarasakeun siaran Net urang. hatur nuhun"
318,"How could this building be allowed above the river, on the street from the hospital towards Ciroyom market? Weird","Kumaha ieu gedong beunang di luhur walungan, di jalan ti rumah sakit nuju pasar Ciroyom? Aneh"
319,"Word of mouth got me really curious, so I tried going into this resto. A shame that it didn't live up to the hype, in my opinion. The food was mediocre, not worth the price. Tasted like an amateur made it","Omong-omong kuring panasaran pisan, jadi kuring nyobaan asup ka resto ieu. A éra yén éta teu hirup nepi ka hype, dina pamanggih kuring. dahareun éta biasa-biasa wae, teu patut harga. Rasana kawas amatir dijieun"
320,"What's with this iphone. My goodnes, the camera is so dark and ugly. Unreliable when I'm too lazy to bring a camera.","Aya naon jeung iphone ieu. Aduh, kamérana jadi poék jeung awon. Teu bisa diandelkeun lamun kuring males mawa kaméra."
321,"If you don't have enough cash to buy comics, but still wanna hang out, just come here. The comic collection is complete. The food & beverages are just additional facilities really, but it's pretty alright. The cost is also cheap and student-friendly","Upami anjeun teu gaduh artos kanggo ngagaleuh komik, tapi tetep hoyong nongkrong, kadieu waé. Koléksi komik lengkep. Kadaharan & inuman mangrupikeun fasilitas tambahan, tapi lumayan. Biayana ogé murah sareng ramah-murid"
322,"Good God, man, are you trying to provoke the other side? Don't do that, Sir, it'll just make them even more envious, spiteful, hateful, and then they'll throw tantrums like little kids. They're just gonna keep getting mad for no reason and rotting their brains and hearts further.","Alus Gusti, lalaki, anjeun nyobian ngaprovokasi sisi séjén? Entong kitu, Pak, éta bakal ngajantenkeun aranjeunna langkung sirik, dengki, hatena, teras aranjeunna bakal ngahampura sapertos budak leutik. Maranéhna bakal terus-terusan gélo tanpa alesan jeung ngabusukkeun uteuk jeung haténa."
323,"Highly recommended, for sure. The cappucino is addicting, the price's dirt cheap, and you can pay the valet any amount you can. And of course, it'll get more fun near the time of Maghrib","Disarankeun pisan, pasti. cappucino nyaeta addicting, kokotor hargana mirah, tur anjeun tiasa mayar valet jumlah nu mana wae nu Anjeun tiasa. Sarta tangtu bakal jadi leuwih senang deukeut waktu Magrib"
324,"Okay boss, though the handphone suddenly hangs on its own for a day.","Oke bos, padahal hp ngadadak ngagantung sorangan sapoe."
325,This restaurant with natural atmosphere is perfect for moments with loved one or family. The food is delicious and the price is affordable,Réstoran kalayan atmosfir alam ieu sampurna pikeun momen sareng anu dipikacinta atanapi kulawarga. Dahareun ngeunah jeung hargana affordable
326,"Ya sure that's sincere? Genuine? a publicity stunt, yo?","Yakin éta ikhlas? Aslina? stunt publisitas, yo?"
327,I participated in the Cinta Rupiah Bank Indonesia - Net media blog competition and have submitted my article in 22 December 2017. To this day my article is still unpublished. Please clarify.,Kuring milu dina kompetisi blog Cinta Rupiah Bank Indonesia - Net media sareng parantos ngirimkeun tulisan kuring dina 22 Désémber 2017. Nepi ka ayeuna tulisan kuring henteu acan diterbitkeun. Mangga netelakeun.
328,"This cafe offers a traditional menu catering to the young cafe-goers. On top of the comfortable venue, the price is reasonable and affordable","Kafé ieu nawiskeun ménu tradisional anu nyayogikeun ka para pamuda kafé. Di luhureun tempat anu nyaman, hargana lumayan sareng terjangkau"
329,"Trash TV station, inconsistent, disappointing to Persib - Persiba supporters, inhumane! Lousy and incompetent!","Stasiun TV sampah, teu konsisten, nguciwakeun Persib - suporter Persiba, teu manusiawi! Lousy jeung teu mampuh!"
330,"The place feels breezy and comfy. The satay is also good, but there's a lot more in the menu than just satays","Tempatna karasa angin sareng comfy. Saté ogé saé, tapi aya seueur deui dina ménu sanés ngan ukur saté"
331,"The scenery is wonderful for photos, the breeze is cool, food tastes great. Price is affordable, too. Lovely.","Tetempoan éndah pikeun poto, angin ngahiliwir tiis, kadaharan raos hébat. Hargana terjangkau, ogé. Denok."
332,My younger sibling really loves Primarasa brownies,Adina mah resep pisan kana brownies Primarasa
333,There are lots of shirts and pants on sale in Matahari Mall,Aya seueur kaos sareng calana anu dijual di Matahari Mall
334,"My minimum internet was suddenly cut off, everyone in the house uses Simpati and they have the same problem: can't connect to the internet","Minimum internét kuring ujug-ujug pareum, sadayana di bumi nganggo Simpati sareng aranjeunna gaduh masalah anu sami: teu tiasa nyambung ka internét"
335,Kaskus sure gives the latest and interesting information frequently.,Kaskus pasti sering masihan inpormasi panganyarna sareng pikaresepeun.
336,"One thing I really hate, is whenever the election is coming up, things always start heating up.","Hiji hal anu kuring benci, nyaéta iraha waé pamilihan bakal datang, hal-hal sok mimiti panas."
337,"I kinda regret getting into film major, I honestly wanted to get into fine arts major. But I don't think I have the talent.","Kuring rada hanjakal asup ka jurusan perfilman, jujur â€‹â€‹kuring hayang asup ka jurusan seni rupa. Tapi kuring henteu nyangka kuring ngagaduhan bakat."
338,"The flavour of the spices in the fried rice is not as tasty as before anymore, it feels tasteless and saltier. There has to be quality control on the flavour department so that the quality is preserved.","Rasa bungbu dina sangu goreng geus teu ngeunah kawas baheula deui, karasa hambar jeung leuwih asin. Kudu aya kontrol kualitas dina departemén rasa supados kualitasna dilestarikan."
339,"As per recommendation, I tried the special mie goreng but for me it was very mediocre and didn't fit my palate.","Numutkeun rekomendasi, kuring nyobian mie goreng khusus tapi pikeun kuring éta biasa-biasa waé sareng henteu pas sareng selera kuring."
340,"Terjemahan di sheet Translation sudah benar, namun di sheet ini tidak lengkap","Tarjamahan dina lembar Tarjamahan parantos leres, tapi dina lembar ieu teu lengkep"
341,Don't hand the perp over to the po-po. Just bury 'em alive.,Ulah nyerahkeun perp ka po-po. Kuburan waé hirup-hirup.
342,"Very disappointing, I ordered and paid for a ticket, it hadn't expired yet when I transferred the payment, but to this day they still haven't given me the booking code, and then they have the gall to tell me that my ticket has already expired. Then where the heck did my money go? I've contacted them via email but they've only responded to it once.","Kuciwa pisan, kuring mesen jeung mayar tiket, teu acan kadaluwarsa nalika kuring mindahkeun pembayaran, tapi nepi ka poé ieu aranjeunna masih teu masihan kuring kode booking, lajeng maranéhna boga hampru pikeun ngabejaan kuring yen tiket abdi geus kadaluwarsa. Lajeng dimana heck duit kuring? Kuring parantos ngahubungi aranjeunna ngalangkungan email tapi aranjeunna ngan ukur ngabales sakali."
343,"Wow JNE is truly horrible! No calls picked up, no tweets replied, no emails replied, no messages replied!","Wah JNE ngeri pisan! Henteu aya telepon anu diangkat, henteu aya tweet anu dibales, henteu aya email anu dibales, henteu aya pesen anu dibales!"
344,"Pretty disappointed with the service of this so-called four-star hotel. When I stayed in that hotel, I received less than savory treatment from the concierges. Not to mention that the bathroom didn't even have tissues in it. Even though the price was quite high, the service given wasn't up to par.","Geulis kuciwa kalayan layanan ieu disebut hotél béntang-opat. Nalika kuring cicing di hotél éta, kuring nampi perlakuan anu kirang gurih ti concierge. Teu disebutkeun yen kamar mandi malah teu boga jaringan di jerona. Sanaos hargana lumayan mahal, jasa anu dipasihkeun henteu dugi ka par."
345,"I couldn't use it since last night, why are your service like this, Indosat? Registered for an extra 2 GB for 10 thousand and couldn't do anything with it, what an absolute waste of my credits.","Abdi teu tiasa dianggo ti tadi wengi, naha layanan anjeun sapertos kieu, Indosat? Didaptarkeun pikeun tambahan 2 GB pikeun 10 sarébu teu bisa ngalakukeun nanaon jeung eta, naon runtah mutlak sks kuring."
346,"The place is rather fun, the parking spot is arranged neatly. Weird combination but delicious nonetheless, steak accompanied with super spicy tak tak noodles. Hm.","Tempatna rada nyenangkeun, tempat parkirna diatur rapih. Kombinasi anu aneh tapi nikmat, steak dipirig ku mie tak tak anu super lada. Hm."
347,"Looks like this morning's traffic jam was rough huh? We've been touring on the bus for over an hour, but we haven't arrived yet.","Sigana mah macet isuk-isuk ieu atos hah? Geus sajam leuwih urang touring dina beus, tapi can nepi."
348,"I'm so frustrated. I've been getting calls from MNC TV everyday since February. I never even subscibe to them, and I've clarified that dozens of times.","Abdi jadi frustasi. Abdi nampi telepon ti MNC TV unggal dinten ti bulan Pebruari. Kuring henteu kantos ngalanggan aranjeunna, sareng kuring parantos ngajelaskeun éta puluhan kali."
349,"Bruh, you sure are a know-it-all. No need to be on your high horse preaching all that. Your words are just plain wrong.","Bruh, anjeun pasti terang sadayana. Henteu kedah kana kuda anu luhur anjeun ngawartosan sadayana éta. Kecap anjeun ngan saukur salah."
350,"The meatball with chicken feet is an amazing sensation. It's just so tasty, alright other than meatballs, there are other menus, too. It's just totally recommended, okay.","Bakso sareng suku hayam mangrupikeun sensasi anu luar biasa. Ngan ngeunah pisan, salian ti bakso, aya menu séjén ogé. Ieu ngan sagemblengna dianjurkeun, oke."
351,"Xiaomi, Samsung, it all depends on what type you want and how much budget you have, really. Just ask the sellers around.","Xiaomi, Samsung, éta sadayana gumantung kana jinis anu anjeun pikahoyong sareng sabaraha anggaran anjeun, nyaan. Ngan nanya ka nu ngajual sabudeureun."
352,"The parking lot is too small, even cars have to be in a separate parking area across the hotel","Tempat parkir leutik teuing, bahkan mobil kedah aya di tempat parkir anu misah di sapanjang hotél"
353,"Since this skate park is filled with fun gathering spots, I think I won't ever feel bored.","Kusabab taman skate ieu ngeusi tempat-tempat ngumpul anu pikaresepeun, sigana kuring moal pernah bosen."
354,I've already filed a report to mandiricare.co.id via email address,Abdi parantos ngajukeun laporan ka mandiricare.co.id ngalangkungan alamat email
355,I've got the access code and PIN.,Abdi ngagaduhan kodeu aksés sareng PIN.
356,"Swear for goodness' sake, Indihome is really terrible now, what's the use of paying so much, really going crazy with my emotions, damn, for real.","Sumpah demi kahadean, Indihome ayeuna parah pisan, naon gunana mayar pisan, éstu gélo ku émosi kuring, sial, nyata."
357,"Our family made time to try eating in this restaurant which looked like a nest with all the vining brances closing all their windows. It was exotic, unique, very cool, and the food was also excellent.","Kulawarga urang nyéépkeun waktos pikeun nyobian tuang di réstoran ieu anu katingali sapertos sarang sareng sadaya brances vining nutup sadaya jandélana. Ã‰ta aheng, unik, tiis pisan, sareng tuangeunana ogé saé."
358,I'm jealous but can't do anything about it.,Abdi timburu tapi teu tiasa nanaon.
359,"It's not too pricy, the flavour's also delicious, lots of other classic Banjarese dishes.","Ã‰ta henteu mahal teuing, rasana ogé nikmat, seueur tuangeun Banjaran klasik anu sanés."
360,The box is well-sealed even though it's a little bit dented,Kotakna disegel pisan sanajan rada lecet
361,Gocar Drivers come from outside Jakarta to pick up customers so they can get points.,Supir Gocar datang ti luar Jakarta pikeun ngajemput palanggan sangkan meunang poin.
362,"Here you can pick your own strawberries and pay for it on the spot. When the fruits are big, they're a pretty good deal. The strawberries taste really sweet, too, and there also other food served here.","Di dieu anjeun bisa nyokot strawberries sorangan jeung mayar eta di tempat. Nalika buahna ageung, éta saé pisan. Rasa strawberries ogé amis, sareng aya ogé tuangeun anu sanés di dieu."
363,"The item just came in recently, it was alright","Barang nembe sumping, teu kunanaon"
364,I'm so sick of seeing trash in Palangkaraya's city road,Asa geuring ningali runtah di jalan kota Palangkaraya
365,Restaurant's located in Kemang. Expensive and horrible. Just don't bother coming there,Réstoran anu aya di Kemang. Mahal jeung pikareueuseun. Ngan teu ganggu datang ka dinya
366,Tastes delicious when coupled with the sambal. The meat's tender. The price fits what's on the plate. The location is easy to spot. Top notch,Rasanya enak bila dipadukan dengan sambalnya. Dagingna empuk. Harga pas naon dina piring. Lokasina gampang ditingali. Paling top
367,"Bubur Ahong is great for dinner. There's lots of menus aside from porridges, too. This restaurant's always crowded and pretty big. The porridges are delicious.",Bubur Ahong saé kanggo tuangeun tuangeun. Aya seueur ménu salian ti bubur ogé. Réstoran ieu salawasna rame sareng lumayan ageung. Buburna ngeunah.
368,"I came here with my significant other. The place was pretty wide and there was both indoor and outdoor areas. I sat indoors with an outside view through a window. As for the food, I was pretty satisfied. The price was well worth what was offered.","Kuring datang ka dieu jeung signifikan kuring séjén. Tempatna lumayan lega sareng aya di jero ruangan sareng di luar. Kuring diuk di jero rohangan kalawan pintonan luar ngaliwatan jandela. Sedengkeun pikeun dahareun, kuring cukup wareg. harga éta ogé patut naon ditawarkeun."
369,Whether or not to vote for the governor is everyone's choice,Milih gubernur atawa henteu téh pilihan urang saréréa
370,"The taste has changed a lot, to the point that it's not the same anymore. Seems tasteless now. The flavour needs major improvements. There are also not that many drinks on the menu, only soft drinks.","Rasa geus robah pisan, nepi ka teu sarua deui. Sigana hambar ayeuna. Rasa peryogi perbaikan anu ageung. Aya ogé teu nu loba inuman dina menu nu, ngan inuman lemes."
371,"Although the price's gone off the roof now but believe me, when you order a Padang rice in Singgalang Jaya, the portion size is one hell of a feast. Even now, this place is still one of my favorite places to enjoy Padangnese culinary.","Sanaos hargana tos turun ti atap ayeuna, tapi percanten ka kuring, nalika anjeun mesen nasi Padang di Singgalang Jaya, ukuran porsina mangrupikeun salametan. Malah ayeuna mah tempat ieu masih jadi salah sahiji tempat favorit kuring pikeun ngarasakeun kuliner Padang."
372,"The duck is tasty, soft, the sambal is good. The place is pretty nice and clean.","Bebek ngeunah, lembut, sambalna alus. tempat nu geulis nice jeung beresih."
373,"Located in the CIty Link Mall Festival, this resto offers you a-la-carte Chinese dish and dimsums. The food is pretty great, and the place is huge with a lot of families dining in. Our favorite is the mayonnaise shrimp","Lokasina di CIty Patalina Mall Festival, resto ieu nawarkeun maneh a-la-carte masakan Cina jeung dimsums. Kadaharanana lumayan saé, sareng tempatna ageung sareng seueur kulawarga tuangeun. Paporit urang nyaéta udang mayonis."
374,Hospital food is always unappetising.,Dahareun rumah sakit sok teu ngeunah.
375,"If you come here you gotta buy the fried eggplant, the place's also pretty comfy there's lesehan, avoid lunchtime if you want to come here because this place's gonna be really crowded.","Lamun datang ka dieu kudu meuli térong goreng, tempatna ogé cukup nyaman aya lesehan, ulah dahar beurang lamun rék datang ka dieu sabab tempat ieu bakal bener rame."
376,"The location is pretty ideal, located on Sudirman Street which is near many shopping spots, even the restaurant is pretty close to that place. Food is great, lots of options so it's not too boring. The place is also comfortable.","Lokasina lumayan idéal, ayana di jalan Sudirman anu caket sareng seueur tempat balanja, bahkan réstoran caket pisan sareng éta tempat. Dahareun anu saé, seueur pilihan supados henteu bosen teuing. Tempatna ogé nyaman."
377,"This resto has varied menu but most of them are Chinese and Halal menus. The chicken mushroom noodles and Hainanese rice are also delish and recommended. Duck's great, too. This resto now has a branch in Istana Plaza.","Réstoran ieu ngagaduhan rupa-rupa ménu tapi kalolobaanana nyaéta ménu Cina sareng Halal. Mie supa hayam sareng sangu Hainanese ogé ngeunah sareng disarankeun. Bebek urang hébat, teuing. Resto ieu ayeuna gaduh cabang di Istana Plaza."
378,"Went to Bandung. Searched for ramen.. The one that was said to be in now. The price is appropriate for the flavour. If I ever return to Bandung, will definitely visit again.","Indit ka Bandung. Néangan raména.. Anu dicaritakeun aya di ayeuna. Hargana pas pikeun rasa. Mun kuring balik deui ka Bandung, pasti bakal nganjang deui."
379,"If there's anything wrong with my attitude, you can say it to my face, you know, no need to gossip behind my back. It's not cool like that. Coward!","Bilih aya nu lepat sareng sikep abdi, tiasa nyarios ka raray abdi, maklum, teu kedah gogonjakan di tukangeun abdi. Teu asik kitu. Pengecut!"
380,"Please confirm whether the delivery to the recipient's address will be made today or tomorrow, friend, thanks.","Mangga konfirmasi naha pangiriman ka alamat panarima bakal dilakukeun dinten atanapi isukan, sobat, hatur nuhun."
381,"The parking space wasn't big enough. Worse yet was when we were eating, they asked us to move our car because someone else had finished eating and wanted to get their rides out. So annoying.","Tempat parkir teu cukup ageung. Parah deui nalika urang nuju tuang, aranjeunna naroskeun kami pikeun mindahkeun mobil kami kusabab batur parantos tuang sareng hoyong angkat tungganganna. Ngaganggu pisan."
382,"Yeah, it's like that, y'know, the student's awareness of their responsibility is very lacking nowadays. Most of them are irresponsible with their obligations","Hehehe, nya kitu, maklum, kasadaran mahasiswa kana tanggung jawabna ayeuna-ayeuna kurang pisan. Seuseueurna aranjeunna henteu tanggung jawab kana kawajibanana"
383,"This uduk rice is on Rajiman street and opens from afternoon to night. The menu is pretty simple. ony rice and other side dishes. Usually I eat uduk rice with fried chicken and sambal, which isn't too spicy.",Sangu uduk ieu di jalan Rajiman dibuka ti beurang nepi ka peuting. menu nu geulis basajan. sangu ony jeung lauk lianna. Biasana mah tuang sangu uduk sareng hayam goreng sareng sambal anu teu lada teuing.
384,"Anyway, my first Indomie in 2018 last night turned out to be delightful.","Atoh, Indomie munggaran kuring di 2018 tadi peuting tétéla nikmat."
385,My internet card's minimum couldn't be used even though I could still use the local quota. I'm within the activation location and the card has been registered.,Minimal kartu internét kuring teu bisa dipaké sanajan kuring masih bisa ngagunakeun kuota lokal. Abdi dina lokasi aktivasina sarta kartu geus didaptarkeun.
386,Hypermart is giving a 20% discount on fresh products every Monday - Thursday with the Mandiri Hypermart Card,Hypermart masihan diskon 20% kanggo produk seger unggal Senén - Kemis nganggo Kartu Mandiri Hypermart
387,I'm about to flip my lid because of Indosat,Abdi badé malik tutupna kusabab Indosat
388,"While waiting for the year to change, we tried coming here. Both of us ordered a few sushis. The drinks were milktea and vanilla ice cream with coconut. The sushi was good but I think it had too much rice. Still tasty, though. The cost was affordable.","Bari ngadagoan taun ganti, urang nyoba datang ka dieu. Duanana urang maréntahkeun sababaraha sushis. Inuman éta milktea sareng és krim vanili sareng kalapa. Sushi éta saé tapi kuring pikir éta seueur teuing sangu. Masih ngeunah. Biaya éta affordable."
389,"Not to mention they haven't processed my complaint yet. I don't think I'll get my money back, even though my credits and quota are gone.","Teu karaos aranjeunna henteu acan ngolah keluhan kuring. Abdi henteu nyangka artos kuring bakal uih deui, sanaos sks sareng kuota kuring parantos leungit."
390,"We are so disappointed with the services of Lion's employee posted in Gate A6 of Cengkareng Airport. I was lied to, and my item's broken and filthy upon arrival.","Kami kuciwa pisan kana jasa karyawan Singa anu dipasang di Gerbang A6 Bandara Cengkareng. Kuring dibohongan, sareng barang kuring rusak sareng kotor nalika sumping."
391,The most disappointing is when the leader cannot and will not differentiate nor care about which one is the real statesman and which one is the dirty politician,Anu paling nguciwakeun nyaéta nalika pamimpin henteu tiasa sareng moal ngabedakeun atanapi paduli mana anu nagarawan nyata sareng mana anu politikus kotor.
392,"This is a recommended chicken porridge place near Bandung. The location is strategic and easy to find, the price don't make you go broke, and the place is always packed, weekdays or weekends, because the flavour's just that good.","Ieu mangrupikeun tempat bubur hayam caket Bandung. Lokasina strategis sareng gampang dipendakan, hargana henteu ngajantenkeun anjeun rusak, sareng tempatna sok dipak, dinten minggu atanapi sabtu minggu, sabab rasana saé."
393,Going to this place to rest after dealing with traffic jam. The food was okay but the cakes were awesome. Totally worth it,Bade ka ieu tempat istirahat saatos macét. dahareun éta oke tapi muih éta Heboh. Sagemblengna patut eta
394,Then what's the point of me updating my newest cellphone number to the BNI Branch Customer Service if the data in BNI will still show my old number? What's with this service!,Teras naon gunana kuring nga-update nomer HP anu énggal ka Customer Service Cabang BNI upami data di BNI masih nunjukkeun nomer lami? Naon jeung jasa ieu!
395,"I've been coming to enjoy the food in Roemah Nenek more times than I could remember. I love the comfortable atmosphere for dining with family. On certain days, there's even live music. The food also has a lot of variations, from the traditional, Asian, and even Western food.","Kuring geus datang pikeun ngarasakeun kadaharan di Roemah Nenek leuwih kali ti kuring inget. Abdi bogoh atmosfir nyaman keur dining kalawan kulawarga. Dina sababaraha poé, malah aya musik live. Kadaharan ogé loba variasina, ti kadaharan tradisional, Asia, malah Barat."
396,"A lot of people don't really like going to the doctor. Aside from the relatively expensive price for some people, not every doctor could heal you. A lot of them often give false diagnosis. I don't know if it's a big deal or not, the doctors are humans too, after all.","Seueur jalma henteu resep angkat ka dokter. Salian ti harga anu kawilang mahal pikeun sababaraha urang, henteu unggal dokter tiasa nyageurkeun anjeun. Seueur di antarana sering masihan diagnosis palsu. Kuring henteu terang naha éta masalah ageung atanapi henteu, dokter ogé manusa, saurna."
